,id,hospcode,areacode,date_com,b_year,target,result,result10,result11,result12,result01,result02,result03,result04,result05,result06,result07,result08,result09
52672,f346e9d449b04c07cc80edeefc0cc360,10757,12030100,202311141218,2566,769,0,0,0,0,0,0,0,0,0,0,0,0,0
